stock_name,industry,cap,market_cap,pe_ratio,pb_ratio,div_yield,book_value,eps,roe
Pakka,Paper & Wood Prods,Small Cap,1374.6,29.17,5.69,0.66,61.7254603,12.03,21.267
Kokuyo Camlin,Commercial Serv,Small Cap,1331.53,31.61,4.65,0.38,28.56693,4.2,13.9975
Lancer Container Lines,Marine,Small Cap,2247.99,42.21,4.68,0.0,21.0219101,2.33,16.2599
GIC Housing Finance,,Small Cap,1324.98,8.84,0.76,1.83,322.6350975,27.83,10.3412
Roto Pumps,Machinery,Small Cap,1275.15,34.0,7.22,0.39,56.1982341,11.94,22.9385
Rane (Madras),Auto Components,Small Cap,1295.85,59.1,5.07,0.0,157.1847957,13.48,57.5011
India Motor Parts & Accessories,Distributors,Small Cap,1337.54,16.82,0.77,2.24,1391.5384615,63.72,4.4379
Kopran,Pharmaceuticals,Small Cap,1305.3,32.35,2.96,1.11,91.5619717,8.37,7.1421
Hester Biosciences,Biotechnology,Small Cap,1194.11,64.66,4.24,0.57,331.4086505,21.71,9.106
Balaji Telefilms,Entertainment,Small Cap,1263.62,43.09,2.96,0.0,42.1868407,2.9,6.5581
KBC Global,,Small Cap,205.69,0.0,0.22,0.0,9.7620352,-0.22,-2.2299
V2 Retail,Specialty Retail,Small Cap,1290.7,78.72,5.21,0.0,71.5687937,4.74,0.8702
Blue Cloud Softech Solutions,IT Services,Small Cap,1318.22,431.64,21.26,0.0,2.842763,0.14,3.5845
Rajoo Engineers,Machinery,Small Cap,1341.68,69.0,11.71,0.16,18.6209294,3.16,13.8616
Marine Electricals (India),Electrical Equip.,Small Cap,1347.48,77.61,5.92,0.0,17.5779964,1.34,8.8408
Sat Industries,Metals & Mining,Small Cap,1265.42,4.84,2.0,0.18,55.8977672,23.13,40.9777
Sterling Tools,Auto Components,Small Cap,1307.32,27.87,3.12,0.55,116.2422245,13.02,11.2779
Krishana Phoschem,Chemicals,Small Cap,1258.59,30.61,4.34,0.24,47.920882,6.79,14.4272
Talbros Automotive Components,Auto Components,Small Cap,1774.38,23.01,3.94,0.21,72.9069363,12.49,15.1246
Satia Industries,Paper & Wood Prods,Small Cap,1274.5,5.85,1.49,0.16,85.31058,21.8,28.509
Ram Ratna Wires,Electrical Equip.,Small Cap,1255.98,25.26,3.27,0.88,87.1645227,11.3,13.1768
Rico Auto Industries,Auto Components,Small Cap,1254.91,25.98,1.8,0.81,51.3872875,3.57,6.8664
Sigachi Industries,Pharmaceuticals,Small Cap,2448.95,49.48,6.38,0.13,12.4835196,1.61,11.239
Transindia Real Estate,,Small Cap,1254.52,16.11,1.19,0.0,42.7968358,3.17,1.4682
Suratwwala Business Group,,Small Cap,1264.21,59.66,35.79,0.0,20.3687978,12.22,92.4219
Heubach Colorants India,Chemicals,Small Cap,1244.22,27.96,2.7,0.0,199.3829935,19.28,9.7434
Manali Petrochemicals,Chemicals,Small Cap,1265.4,72.13,1.21,1.02,60.9915301,1.02,1.6843
Saurashtra Cement,Building Materials,Small Cap,1334.44,33.51,1.49,0.0,80.7239606,3.59,2.9479
SMS Pharmaceuticals,Pharmaceuticals,Small Cap,1260.05,32.5,2.63,0.2,56.5792342,4.58,6.4827
Ravindra Energy,Electrical Equip.,Small Cap,1255.43,0.0,8.25,0.0,9.8679895,-0.23,-2.1385
Cupid,Personal Products,Small Cap,2766.9,113.05,16.17,0.24,128.3121158,18.35,14.9833
Avadh Sugar & Energy,Food Products,Small Cap,1254.75,8.26,1.29,1.6,485.8302104,75.89,15.2038
Gulshan Polyols,Chemicals,Small Cap,1261.13,49.32,2.18,0.21,92.8047476,4.1,5.6622
Punjab Chemicals & Crop Protection,Chemicals,Small Cap,1224.04,22.51,3.86,0.3,258.5154976,44.36,19.9533
Balmer Lawrie Investments,Industrial Conglomerates,Small Cap,1482.18,9.96,1.27,4.94,525.9527477,67.05,11.1564
Benares Hotels,Hotels & Leisure,Small Cap,1189.25,37.12,10.78,0.22,848.6138462,246.44,26.3043
Sastasundar Ventures,Health Care,Small Cap,1219.28,0.0,1.63,0.0,234.692298,-13.12,-8.0482
Oriental Aromatics,Chemicals,Small Cap,1225.33,7282.0,1.98,0.14,184.1207865,0.05,0.2214
Bliss GVS Pharma,Pharmaceuticals,Small Cap,1284.56,14.61,1.38,0.41,88.8371458,8.4,9.492
Beekay Steel Industries,Metals & Mining,Small Cap,1223.85,10.82,1.4,0.16,459.9265732,59.31,11.8291
Zota Health Care,Pharmaceuticals,Small Cap,1231.88,0.0,12.07,0.2,39.496551,-3.89,-10.1403
Visaka Industries,Building Materials,Small Cap,1261.08,310.53,1.66,1.37,87.9968131,0.47,2.205
Kamdhenu Ventures Ltd.,Chemicals,Small Cap,1216.87,169.78,8.04,0.0,24.0679646,1.14,-0.1049
BEML Land Assets Ltd.,,Small Cap,1186.04,0.0,194.93,0.0,1.4610573,-0.8,-48.852
Permanent Magnets,Metals & Mining,Small Cap,900.51,32.76,7.27,0.14,143.9418605,31.96,25.864
Onward Technologies,IT Services,Small Cap,1237.15,35.89,6.5,0.54,84.6034201,15.32,15.8413
Asian Energy Services,Energy,Small Cap,1232.6,228.91,5.36,0.0,58.98766,1.38,-8.2698
BCL Industries,Food Products,Small Cap,2230.53,24.38,3.69,0.54,22.5349245,3.41,15.2713
Primo Chemicals,Chemicals,Small Cap,945.87,0.0,2.63,0.0,14.8636526,-0.61,7.6893
AGI Infra,,Small Cap,1212.88,21.63,6.08,0.1,163.3143921,45.9,26.7533
Jai Balaji Industries,Metals & Mining,Mid Cap,15371.07,25.9,15.58,0.0,61.4872597,36.99,39.207
Valiant Organics,Chemicals,Small Cap,1228.88,31.85,1.74,0.22,256.1780938,13.99,8.561
IST,Auto Components,Small Cap,1163.5,9.68,0.96,0.0,1041.2203312,103.08,8.9408
Focus Lighting & Fixtures,Electrical Equip.,Small Cap,1191.39,35.18,11.16,0.16,16.1098504,5.11,32.3133
One Point One Solutions,,Small Cap,1177.52,66.94,15.5,0.0,3.8881804,0.9,18.2159
NGL Fine Chem,Pharmaceuticals,Small Cap,1206.06,31.46,4.99,0.09,390.962945,62.04,14.4017
Sky Gold,Apparel & Luxury,Small Cap,1423.2,43.19,6.68,0.15,162.9518196,25.2,26.648
Dolat Algotech,Capital Markets,Small Cap,1378.61,14.48,2.01,0.32,39.0359659,5.41,12.1213
RACL Geartech,Auto Components,Small Cap,1242.9,30.66,6.73,0.13,171.292387,37.6,21.9265
Systematix Corporate Services,Capital Markets,Small Cap,1177.31,39.78,11.19,0.0,81.0410379,22.8,10.9563
Rajnish Wellness,Personal Products,Small Cap,780.77,0.0,9.34,0.0,1.0882124,0.0,0.1891
Speciality Restaurants,Restaurants,Small Cap,1188.97,14.57,4.03,0.99,61.2999417,16.97,29.3412
Indo Amines,Chemicals,Small Cap,1076.02,21.17,4.39,0.33,34.6620421,7.19,20.9425
GM Breweries,Beverages,Small Cap,1173.87,11.74,1.65,0.93,390.1348409,54.7,14.4865
Vikas Lifecare,Trading Companies,Small Cap,1029.45,0.0,2.56,0.0,2.608439,-0.07,-0.4614
Forbes & Company,Household Durables,Small Cap,1154.49,54.21,4.42,7.26,202.5968992,16.51,11.7303
Indo Tech Transformers,Electrical Equip.,Small Cap,1093.97,26.95,6.05,0.0,170.2259887,38.22,18.6691
Matrimony,Media & Services,Small Cap,1131.05,22.98,4.21,0.98,120.8117525,22.11,18.4819
E2E Networks,IT Services,Small Cap,1156.56,55.41,20.46,0.0,39.0578472,14.42,27.9823
Creative Peripherals & Distribution,Trading Companies,Small Cap,1119.46,32.59,6.52,0.06,122.2155139,24.44,16.7543
Chaman Lal Setia Exports,Food Products,Small Cap,1168.92,8.98,2.03,0.44,111.3997416,25.15,19.6457
GRM Overseas,Food Products,Small Cap,1087.8,21.4,3.67,0.25,49.42385,8.47,18.4101
EKI Energy Services,Commercial Serv,Small Cap,1096.96,0.0,2.45,0.0,162.3555807,-54.97,-21.6863
Dhanlaxmi Bank,Banks,Small Cap,1208.89,13.05,1.4,0.0,34.2413876,3.66,10.697729215596832
Uniphos Enterprises,Trading Companies,Small Cap,971.96,24.47,0.39,4.65,358.3737168,5.71,1.4816
Hampton Sky Realty,,Small Cap,1190.88,0.0,10.17,0.0,4.270437,-0.11,-2.5715
Renaissance Global,Apparel & Luxury,Small Cap,1127.62,15.45,1.05,0.0,112.0259174,7.59,6.6916
Tuticorin Alkali Chemicals & Fertilizers,Chemicals,Small Cap,1185.46,11.17,24.6,0.0,3.9545042,8.71,216.8863
Kilburn Engineering,Machinery,Small Cap,1179.52,29.65,8.68,0.3,36.1642436,10.59,27.2025
Nahar Spinning Mills,Textiles,Small Cap,1101.07,0.0,0.72,0.49,422.8937302,-11.35,-2.0991
Munjal Auto Industries,Auto Components,Small Cap,889.0,59.27,2.29,2.25,38.83829,1.5,6.847
Allsec Technologies,,Small Cap,1197.64,21.62,4.62,2.55,170.2230971,36.35,19.7942
Jay Bharat Maruti,Auto Components,Small Cap,1341.76,38.02,2.59,0.56,47.768,3.26,6.828
Repro India,Commercial Serv,Small Cap,1127.91,80.01,2.97,0.0,265.4750244,9.86,3.457
Hi-Tech Pipes,Metals & Mining,Small Cap,2001.41,41.03,4.04,0.02,36.1403427,3.56,10.485
Axtel Industries,Machinery,Small Cap,1051.44,27.73,9.72,0.46,66.9843638,23.47,28.2193
Snowman Logistics,Air Freight & Logistics,Small Cap,1170.45,74.52,2.85,1.07,24.6052743,0.94,3.177
Ramco Systems,Software,Small Cap,1083.99,0.0,3.03,0.0,101.15696,-74.81,-80.6457
Andhra Cements,Building Materials,Small Cap,1092.24,1.02,3.24,0.0,36.5394728,116.65,15.5943
Royal Orchid Hotels,Hotels & Leisure,Small Cap,1102.22,24.75,6.01,0.5,66.9097088,16.24,23.7911
Vimta Labs,Life Sciences,Small Cap,1059.06,25.62,3.57,0.42,133.8796239,18.65,13.9682
Focus Lighting & Fixtures,Electrical Equip.,Small Cap,1191.39,35.18,11.16,0.16,16.1098504,5.11,32.3133
Jubilant Industries,Chemicals,Small Cap,1405.38,56.43,6.02,0.0,154.9183887,16.53,19.8355
Remedium Lifecare,Pharmaceuticals,Small Cap,1176.24,22.28,53.18,0.0,10.9722222,26.19,38.4882
Ultramarine & Pigments,Chemicals,Small Cap,1092.23,18.94,1.3,1.34,288.140411,19.75,7.6197
Spencer's Retail,Consumer Retail,Small Cap,1088.79,0.0,0.0,0.0,-31.7020888,-27.37,90.0274
Orient Paper & Industries,Paper & Wood Prods,Small Cap,1080.66,17.26,0.68,1.96,75.2277811,2.95,6.5982
Taneja Aerospace & Aviation,Aerospace & Defense,Small Cap,1193.25,103.79,10.9,0.84,43.8846832,4.61,10.9239
NCL Industries,Building Materials,Small Cap,1068.4,13.52,1.32,1.27,178.5527689,17.47,9.2211
Integra Engineering India,Machinery,Small Cap,931.12,56.1,13.33,0.0,20.3245806,4.83,30.8187
Amines & Plasticizers,Chemicals,Small Cap,1074.27,30.32,5.46,0.26,35.7828426,6.44,15.4846
Sportking India,Textiles,Small Cap,1051.84,13.43,1.22,0.0,681.0912711,61.65,9.5395
CSL Finance,Financial Services,Small Cap,1098.01,19.37,2.5,0.46,192.9851798,24.88,11.8055
Tracxn Technologies,Capital Markets,Small Cap,1042.06,35.28,16.12,0.0,6.2610424,2.86,44.5992
Allied Digital Services,IT Services,Small Cap,881.4,0.0,1.59,0.78,100.5206446,-1.01,8.7886
Prakash Pipes,Building Products,Small Cap,1088.17,12.95,3.43,0.26,132.4624404,35.14,23.4605
Excel Industries,Chemicals,Small Cap,1062.98,85.07,0.76,1.33,1105.4669433,9.94,2.0515
NIBE,Textiles,Small Cap,1689.26,222.55,10.12,0.01,127.0903395,5.78,5.8648
Likhitha Infrastructure,Energy,Small Cap,1061.99,16.53,3.84,0.56,70.1057034,16.29,23.0235
Sutlej Textiles & Industries,Textiles,Small Cap,1121.41,0.0,1.11,1.46,61.8758103,-8.17,-11.7727
Anuh Pharma,Pharmaceuticals,Small Cap,1035.31,19.06,4.03,0.97,51.2329382,10.84,17.3389
MK Proteins,Food Products,Small Cap,585.08,55.01,11.64,0.0,4.0177621,0.85,23.9213
D Link (India),Tech Hardware,Small Cap,1056.98,12.05,2.73,3.36,109.1546,24.71,23.7535
HP Adhesives,Chemicals,Small Cap,1048.29,55.66,6.63,0.0,17.2095241,2.05,10.5818
TGV SRAAC,Chemicals,Small Cap,1038.24,12.18,0.96,1.03,101.3821858,7.96,14.5173
SAR Auto Products,Auto Components,Small Cap,1039.12,1141.81,63.07,0.0,34.5793055,1.91,3.9979
RSWM,Textiles,Small Cap,991.02,0.0,0.77,2.38,274.2899137,-2.55,0.6765
Transpek Industry,Chemicals,Small Cap,1066.59,19.29,1.73,1.44,1102.2131657,98.99,10.7098
VLS Finance,Capital Markets,Small Cap,996.21,4.25,0.34,0.0,830.2807956,67.41,6.9075
Mafatlal Industries,Textiles,Small Cap,1050.02,13.6,1.46,0.0,100.4407212,10.8,8.5039
Global Surfaces,Building Materials,Small Cap,1228.65,88.12,4.61,0.0,62.9458175,3.29,5.8285
Tinna Rubber & Infrastructure,Chemicals,Small Cap,1151.19,36.68,10.85,0.37,61.921714,18.32,24.6306
Infobeans Technologies,Software,Small Cap,1034.51,57.53,3.71,0.23,114.6363901,7.4,7.8119
Eimco Elecon India,Machinery,Small Cap,796.26,23.75,2.19,0.36,630.8681109,58.1,8.4847
Algoquant Fintech,Capital Markets,Small Cap,1207.89,0.0,34.3,0.0,43.824664,-1.93,-11.4883
Enkei Wheels (India),Auto Components,Small Cap,1027.45,0.0,4.57,0.0,124.9484058,-2.52,1.3237
State Trading Corporation of India,Trading Companies,Small Cap,1008.6,22.84,0.0,0.0,-924.9931833,7.36,-0.9464
Vardhman Holdings,Financial Services,Small Cap,1018.57,5.09,0.32,0.16,10064.5454545,627.37,5.5949
Shivalik Rasayan,Chemicals,Small Cap,1046.67,84.19,2.83,0.07,237.7390135,7.99,3.8133
Vertoz Advertising,Media,Small Cap,1214.26,70.7,7.93,0.0,96.4817723,10.82,11.5861
Sandesh,Media,Small Cap,992.24,7.77,0.89,0.38,1466.5914135,168.69,9.2873
Capital India Finance,Financial Services,Small Cap,1073.12,0.0,1.73,0.07,79.7055069,-0.11,-3.0141
Shiva Cement,Building Materials,Small Cap,1005.42,0.0,0.0,0.0,-5.2541744,-4.5,78.0675
Faze Three,Household Durables,Small Cap,1010.33,19.24,3.33,0.12,124.696328,21.59,15.1052
Sarveshwar Foods,Food Products,Small Cap,1046.35,71.27,4.29,0.0,2.4890429,0.15,4.6208
Dhampur Bio Organics,Food Products,Small Cap,923.45,10.58,0.94,2.52,148.3089821,13.15,10.9589
Windlas Biotech,Life Sciences,Small Cap,1057.3,20.08,2.54,0.79,200.0888462,25.31,11.2285
Danlaw Technologies India,IT Services,Small Cap,975.11,54.24,21.44,0.0,93.3573718,36.91,32.3642
TruCap Finance,Consumer Finance,Small Cap,824.61,143.96,3.68,0.01,19.1764911,0.49,1.3111
JTL Industries Ltd,Metals & Mining,Small Cap,4320.62,35.97,8.88,0.04,28.4460446,7.02,23.1452
Chemcon Speciality Chemicals,Chemicals,Small Cap,966.87,36.11,2.06,1.52,128.0640796,7.31,7.1785
Ugar Sugar Works,Food Products,Small Cap,979.99,14.33,5.68,0.57,15.3472356,6.08,39.6443
S Chand & Co,Media,Small Cap,966.19,31.83,1.14,1.09,240.618049,8.62,4.6132
GKW,Commercial Serv,Small Cap,976.42,54.46,2.66,0.0,614.8445561,30.03,0.6283
Bodal Chemicals,Chemicals,Small Cap,1024.81,140.47,0.96,0.12,85.2664458,0.58,0.8101
Yuken India,Machinery,Small Cap,963.56,83.37,3.6,0.1,205.7894615,8.89,2.7745
Kellton Tech Solutions,IT Services,Small Cap,976.38,0.0,2.4,0.0,42.0697498,-14.12,13.2175
Prabhat Dairy,Food Products,,,,,,,,
Onmobile Global,Software,Small Cap,950.62,69.38,1.45,1.67,61.9015865,1.29,3.869
Shanti Educational Initiatives,Consumer Services,Small Cap,990.79,293.05,16.43,0.0,3.7462174,0.21,0.0
Hind Rectifiers,Electrical Equip.,Small Cap,960.15,194.53,8.16,0.0,68.6846386,2.88,14.1109
NINtec Systems,IT Services,Small Cap,1003.48,88.7,39.6,0.0,13.6421189,6.09,35.9334
Nitta Gelatin India,Chemicals,Small Cap,867.32,10.22,2.8,0.79,341.0587004,93.48,29.7914
Zee Media Corporation,Media,Small Cap,1002.56,0.0,3.03,0.0,5.2938549,-2.2,-29.5019
Dynacons Systems & Solutions,IT Services,Small Cap,955.22,18.35,7.29,0.07,103.2368661,41.0,35.4243
Ambika Cotton Mills,Textiles,Small Cap,940.73,14.47,1.11,2.13,1485.5633188,113.57,9.2677
GFL,Entertainment,Small Cap,954.71,0.42,0.37,0.0,237.8784706,206.75,-0.7922
Jaybharat Textiles & Real Estate,Textiles,Small Cap,1003.03,0.0,0.0,0.0,-12.5352088,-1.02,7.5707
Oswal Greentech,,Small Cap,964.32,113.79,0.39,3.99,96.9044238,0.33,1.5256
Bedmutha Industries,Metals & Mining,Small Cap,900.0,48.68,8.39,0.0,33.231146,5.73,16.1581
Walchandnagar Industries,Machinery,Small Cap,881.39,48.37,3.63,0.0,52.7635637,3.96,-30.4856
Jagatjit Industries,Beverages,Small Cap,974.8,80.97,13.41,0.0,15.5782353,2.58,21.3418
Radiant Cash Management Services,Commercial Serv,Small Cap,941.59,18.12,4.04,3.4,21.8400678,4.87,24.4543
TruCap Finance,Consumer Finance,Small Cap,824.61,143.96,3.68,0.01,19.1764911,0.49,1.3111
Dynamic Cables,Electrical Equip.,Small Cap,946.27,27.84,4.91,0.12,87.5370219,15.44,17.1737
Century Enka,Textiles,Small Cap,982.7,26.58,0.74,2.22,605.5011442,16.92,3.195
Srikalahasthi Pipes,Metals & Mining,,,,,,,,
Voith Paper Fabrics India,Textiles,Small Cap,907.06,23.43,2.74,0.34,755.4009112,88.17,10.8913
Zuari Agro Chemicals,Chemicals,Small Cap,925.07,0.0,0.58,0.0,379.0260542,-103.13,19.4234
Cressanda Railway Solutions,IT Services,Small Cap,923.71,72.44,7.37,0.0,3.1445136,0.32,4.675
Associated Alcohols & Breweries,Beverages,Small Cap,851.71,17.68,2.2,0.21,214.2634077,26.64,11.9808
3i Infotech,Software,Small Cap,897.76,0.0,2.78,0.0,19.1088481,-13.41,-1.2964
Silver Touch Technologies,IT Services,Small Cap,949.43,67.27,9.48,0.07,79.0031543,11.13,11.3151
Birla Cable,Tech Hardware,Small Cap,930.15,27.93,3.76,0.81,82.4361333,11.1,15.237
Likhitha Infrastructure,Energy,Small Cap,1061.99,16.53,3.84,0.56,70.1057034,16.29,23.0235
Deep Industries,Energy,Small Cap,1579.84,9.87,1.11,0.75,223.1539531,25.0,8.1142
Sree Rayalaseema Hi-Strength Hypo,Chemicals,Small Cap,943.89,7.23,1.15,0.73,479.1082418,76.04,16.7097
Swelect Energy Systems,Electrical Equip.,Small Cap,1634.57,56.04,2.03,0.11,531.0794287,19.24,2.5315
FCS Software Solutions,IT Services,Small Cap,931.71,0.0,5.66,0.0,0.9622159,-0.05,0.5095
Gloster,Textiles,Small Cap,921.86,36.83,0.85,8.31,988.3549875,22.87,3.2642
Panacea Biotec,Biotechnology,Small Cap,977.56,0.0,1.15,0.0,138.2815933,-1.99,-3.7885
Max India,Health Care,Small Cap,833.63,0.0,1.57,0.0,122.6086059,-9.03,-4.0373
Semac Consultants,Machinery,Small Cap,886.36,0.0,8.07,0.0,357.8752443,-38.62,3.0771
Eldeco Housing and Industries,,Small Cap,825.28,22.26,2.3,0.95,364.7002949,37.7,10.9967
Master Trust,Capital Markets,Small Cap,1480.09,17.04,3.6,0.0,188.8763952,39.93,18.9506
Tamilnadu Petroproducts,Chemicals,Small Cap,910.95,18.61,1.08,1.48,93.5534067,5.44,8.4032
Magadh Sugar & Energy,Food Products,Small Cap,909.54,8.7,1.38,1.08,468.4703828,74.21,13.2537
Automobile Corp Of Goa,Machinery,Small Cap,1032.87,29.35,5.1,1.03,332.6960058,57.79,14.5654
Rushil Decor,Building Products,Small Cap,904.01,18.96,1.91,0.11,178.710295,17.96,9.4588
Haldyn Glass,Packaging,Small Cap,890.13,36.56,4.77,0.42,34.7289611,4.53,13.0351
Bajaj Healthcare,Pharmaceuticals,Small Cap,899.16,0.0,2.84,0.31,114.5518581,-18.22,12.6684
Sakar Healthcare,Pharmaceuticals,Small Cap,888.27,71.27,3.52,0.0,116.0375882,5.73,6.0801
Tribhovandas Bhimji Zaveri,Specialty Retail,Small Cap,835.8,15.62,1.47,1.4,85.1064804,8.02,9.2717
Industrial & Prudential Investment Co,Capital Markets,Small Cap,919.53,18.09,1.34,1.1,4102.415147,303.34,7.1179
Linc,Commercial Serv,Small Cap,865.86,24.74,4.69,0.86,124.1922922,23.53,20.8721
Pondy Oxides & Chemicals,Metals & Mining,Small Cap,869.24,14.17,3.23,0.67,231.1745943,52.78,13.4521
Davangere Sugar Company,Food Products,Small Cap,938.49,57.66,2.99,0.0,33.3848603,1.73,4.1209
Gandhi Special Tubes,Metals & Mining,Small Cap,1007.95,19.13,5.13,1.45,161.7690092,43.35,24.9426
Aurum Proptech,Software,Small Cap,839.58,0.0,2.33,0.0,65.9824015,-19.66,-23.7979
Jaykay Enterprises,Capital Markets,Small Cap,862.84,615.0,5.05,0.0,29.2048103,0.24,5.8224
Tiger Logistics India,Air Freight & Logistics,Small Cap,855.69,76.28,8.29,0.0,97.574462,10.61,15.3259
HP Adhesives,Chemicals,Small Cap,1048.29,55.66,6.63,0.0,17.2095241,2.05,10.5818
Hexa Tradex,Trading Companies,Small Cap,875.44,9.93,0.28,0.0,566.0902081,15.95,1.7602
Deccan Cements,Building Materials,Small Cap,912.8,20.67,1.3,0.58,500.4983402,31.52,5.8371
Consolidated Finvest & Holdings,Capital Markets,Small Cap,878.21,2.63,1.12,0.0,242.9413776,103.27,42.5117
De Nora India,Electrical Equip.,Small Cap,840.89,32.76,7.82,0.13,202.5028249,48.34,22.3224
Eco Recycling,Commercial Serv,Small Cap,892.57,73.65,15.97,0.0,28.9555202,6.28,17.911
Bartronics India,Tech Hardware,Small Cap,838.5,2.03,1.59,0.0,17.3431029,13.54,-5.2688
Sical Logistics,Transport Infra,Small Cap,1696.48,0.0,54.05,0.0,4.8106548,-120.6,-86.3102
Cheviot Co,Textiles,Small Cap,839.93,12.32,1.72,1.94,811.5230498,113.3,10.5942
Maan Aluminium,Metals & Mining,Small Cap,840.21,21.05,5.67,0.48,27.412925,7.38,31.3638
Morganite Crucible (India),Machinery,Small Cap,846.3,34.16,6.18,1.32,244.58125,44.24,17.5236
Panorama Studios International,Entertainment,Small Cap,845.01,50.29,12.38,0.0,54.8470484,13.5,68.4097
TAAL Enterprises,Construction,Small Cap,871.47,25.69,6.03,0.81,463.8160446,108.84,25.7937
Arfin India,Metals & Mining,Small Cap,851.83,99.26,9.25,0.0,5.7976187,0.54,9.7895
Jagsonpal Pharmaceuticals,Pharmaceuticals,Small Cap,845.97,34.5,4.99,1.55,64.346656,9.31,16.728
Hi-Tech Gears,Auto Components,Small Cap,834.04,7.38,1.92,0.56,231.6094832,60.24,8.0394
GHCL Textiles Ltd.,Textiles,Small Cap,826.91,55.81,0.6,0.0,143.2835586,1.55,0.752
ZF Steering Gear (India),Auto Components,Small Cap,832.08,18.28,1.9,0.55,483.3406836,50.18,8.789
Rajapalayam Mills,Textiles,Small Cap,886.25,13.67,0.39,0.1,2489.0351619,70.29,2.0644
Yamuna Syndicate,Trading Companies,Small Cap,842.18,7.17,0.76,1.18,36269.9087404,3822.92,10.7062
Nectar Lifesciences,Pharmaceuticals,Small Cap,966.79,119.75,0.91,0.0,47.5976804,0.36,-0.26
Sel Manufacturing Company,Textiles,Small Cap,289.27,0.0,17.77,0.0,4.9130066,-64.42,-1417.3849
Nagarjuna Fertilizers & Chemicals,Chemicals,Small Cap,802.01,0.0,0.0,0.0,-50.2101425,-27.72,50.2703
Kirloskar Electric Company,Electrical Equip.,Small Cap,865.38,44.32,8.74,0.0,14.9085984,2.94,21.6342
Ester Industries,Chemicals,Small Cap,792.57,0.0,1.15,0.53,82.3563883,-13.8,-11.5793
Emami Paper Mills,Paper & Wood Prods,Small Cap,822.8,17.94,1.15,1.18,118.5157025,7.58,1.0976
Investment Trust Of India,Capital Markets,Small Cap,734.26,26.17,1.14,0.0,123.5407213,5.37,3.4554
Selan Exploration Technology,"Oil, Gas & Fuels",Small Cap,772.08,29.88,2.06,0.0,246.1578947,17.0,7.3284
Arihant Capital Markets,Capital Markets,Small Cap,738.58,15.46,2.65,0.56,26.7671679,4.59,12.695
Eldeco Housing and Industries,,Small Cap,825.28,22.26,2.3,0.95,364.7002949,37.7,10.9967
Ice Make Refrigeration,Machinery,Small Cap,818.97,39.95,9.29,0.35,55.8496293,12.99,26.0045
HCL Infosystems,Tech Hardware,Small Cap,636.03,0.0,0.0,0.0,-7.7302655,-0.49,15.9731
Asian Granito India,Building Products,Small Cap,821.31,0.0,0.64,0.0,100.7617526,-4.31,-5.5604
Zuari Industries,Food Products,Small Cap,802.9,1.07,0.31,0.37,860.6269596,251.31,0.643
Shree Ganesh Remedies,Pharmaceuticals,Small Cap,826.72,37.63,8.34,0.05,82.5899739,18.3,21.5935
EFC (I),Distributors,Small Cap,1809.22,46.15,12.06,0.0,36.4403035,9.52,16.9264
Salzer Electronics,Electrical Equip.,Small Cap,947.36,22.24,2.1,0.38,259.8979303,24.5,9.1842
Radhika Jeweltech,Specialty Retail,Small Cap,791.78,18.23,3.33,0.3,20.1482203,3.68,16.2375
Dharmaj Crop Guard,Chemicals,Small Cap,809.61,18.15,2.26,0.0,106.2115431,13.2,12.3352
Rajnandini Metal,Trading Companies,Small Cap,402.28,22.05,7.65,6.87,1.9016927,0.66,33.9102
NR Agarwal Industries,Packaging,Small Cap,777.77,6.0,1.09,0.0,419.6466911,76.2,16.4578
Mirza International,Apparel & Luxury,Small Cap,692.81,52.77,1.27,0.0,39.5537529,0.95,2.3037
Osia Hyper Retail,Consumer Retail,Small Cap,749.5,51.17,4.56,0.0,13.9288146,1.24,7.5902
SBC Exports,Apparel & Luxury,Small Cap,747.3,58.85,17.5,0.14,1.3453065,0.4,28.3541
Kothari Petrochemicals,Chemicals,Small Cap,787.95,12.75,3.56,0.93,37.582418,10.5,27.4701
MIC Electronics,Semiconductors,Small Cap,1036.15,91.75,14.24,0.0,3.2860903,0.51,6.39
Rajnish Wellness,Personal Products,Small Cap,780.77,0.0,9.34,0.0,1.0882124,0.0,0.1891
Indraprastha Medical Corporation,Health Care,Small Cap,1792.61,15.91,4.32,1.53,45.2438093,12.29,25.097
Albert David,Pharmaceuticals,Small Cap,801.37,12.1,2.29,0.64,613.4718039,116.01,16.5779
Aditya Birla Money,Capital Markets,Small Cap,658.9,15.03,5.03,0.0,23.1692039,7.76,28.604
Digispice Technologies,Software,Small Cap,786.71,0.0,3.69,0.0,9.1950216,-1.16,7.1208
Manaksia,Metals & Mining,Small Cap,773.49,7.81,0.99,2.54,119.2199847,15.1,14.5615
Foods and Inns,Food Products,Small Cap,802.04,17.31,2.24,0.32,66.7192417,8.63,15.06
Goa Carbon,Metals & Mining,Small Cap,819.29,10.06,3.87,1.95,231.6487432,88.99,34.1698
Sukhjit Starch & Chemicals,Food Products,Small Cap,757.2,14.32,1.55,1.65,312.374856,33.85,10.2891
Menon Bearings,Auto Components,Small Cap,782.32,28.2,5.84,1.43,23.9032298,4.95,22.4029
Sreeleathers,Distributors,Small Cap,749.41,26.02,1.89,0.0,171.4322636,12.44,7.1403
Valiant Laboratories,Pharmaceuticals,Small Cap,782.53,70.35,3.03,0.0,59.381542,2.56,21.1183
Kriti Industries (India),Building Products,Small Cap,751.69,21.9,5.35,0.0,28.3275,6.92,22.001
